#    L    TT             EE             BB             TE          
   213   0.556218E+04   0.730954E+00   0.127335E-01   0.385086E+01
   214   0.556612E+04   0.744975E+00   0.128658E-01   0.531841E+01
   215   0.556948E+04   0.760419E+00   0.129985E-01   0.679985E+01
   216   0.557218E+04   0.777099E+00   0.131317E-01   0.829572E+01
   217   0.557436E+04   0.795171E+00   0.132654E-01   0.980402E+01
   218   0.557588E+04   0.814634E+00   0.133996E-01   0.113250E+02
   219   0.557682E+04   0.835485E+00   0.135342E-01   0.128596E+02
   220   0.557716E+04   0.857873E+00   0.136693E-01   0.144034E+02
   221   0.557692E+04   0.881722E+00   0.138048E-01   0.159586E+02
   222   0.557609E+04   0.907179E+00   0.139407E-01   0.175237E+02
   223   0.557452E+04   0.934169E+00   0.140770E-01   0.190996E+02
   224   0.557251E+04   0.962690E+00   0.142137E-01   0.206825E+02
   225   0.556984E+04   0.992889E+00   0.143507E-01   0.222753E+02
   226   0.556658E+04   0.102477E+01   0.144881E-01   0.238744E+02
   227   0.556266E+04   0.105832E+01   0.146258E-01   0.254813E+02
   228   0.555823E+04   0.109355E+01   0.147639E-01   0.270945E+02
   229   0.555320E+04   0.113052E+01   0.149022E-01   0.287126E+02
   230   0.554751E+04   0.116924E+01   0.150408E-01   0.303362E+02
   231   0.554116E+04   0.120978E+01   0.151797E-01   0.319646E+02
   232   0.553429E+04   0.125207E+01   0.153189E-01   0.335965E+02
   233   0.552684E+04   0.129632E+01   0.154582E-01   0.352302E+02
   234   0.551864E+04   0.134238E+01   0.155978E-01   0.368666E+02
   235   0.550994E+04   0.139034E+01   0.157376E-01   0.385042E+02
   236   0.550056E+04   0.144018E+01   0.158776E-01   0.401429E+02
   237   0.549060E+04   0.149198E+01   0.160177E-01   0.417814E+02
   238   0.548005E+04   0.154581E+01   0.161579E-01   0.434197E+02
   239   0.546898E+04   0.160153E+01   0.162983E-01   0.450569E+02
   240   0.545718E+04   0.165920E+01   0.164388E-01   0.466909E+02
   241   0.544493E+04   0.171897E+01   0.165793E-01   0.483224E+02
   242   0.543209E+04   0.178070E+01   0.167199E-01   0.499508E+02
   243   0.541867E+04   0.184453E+01   0.168605E-01   0.515745E+02
   244   0.540465E+04   0.191038E+01   0.170012E-01   0.531943E+02
   245   0.539004E+04   0.197833E+01   0.171418E-01   0.548073E+02
   246   0.537492E+04   0.204837E+01   0.172825E-01   0.564149E+02
   247   0.535928E+04   0.212044E+01   0.174230E-01   0.580149E+02
   248   0.534305E+04   0.219490E+01   0.175636E-01   0.596073E+02
   249   0.532638E+04   0.227122E+01   0.177040E-01   0.611915E+02
   250   0.530912E+04   0.234986E+01   0.178443E-01   0.627659E+02
   251   0.529142E+04   0.243051E+01   0.179846E-01   0.643313E+02
   252   0.527305E+04   0.251340E+01   0.181246E-01   0.658862E+02
   253   0.525438E+04   0.259831E+01   0.182645E-01   0.674292E+02
   254   0.523513E+04   0.268553E+01   0.184043E-01   0.689603E+02
   255   0.521536E+04   0.277476E+01   0.185438E-01   0.704794E+02
   256   0.519515E+04   0.286638E+01   0.186831E-01   0.719867E+02
   257   0.517450E+04   0.295994E+01   0.188222E-01   0.734739E+02
   258   0.515333E+04   0.305581E+01   0.189611E-01   0.749537E+02
   259   0.513172E+04   0.315385E+01   0.190996E-01   0.764113E+02
   260   0.510974E+04   0.325405E+01   0.192379E-01   0.778616E+02
   261   0.508725E+04   0.335634E+01   0.193759E-01   0.792821E+02
   262   0.506424E+04   0.346095E+01   0.195136E-01   0.806954E+02
   263   0.504109E+04   0.356765E+01   0.196509E-01   0.820939E+02
   264   0.501735E+04   0.367651E+01   0.197879E-01   0.834703E+02
   265   0.499309E+04   0.378746E+01   0.199246E-01   0.848171E+02
   266   0.496854E+04   0.390072E+01   0.200609E-01   0.861567E+02
   267   0.494348E+04   0.401593E+01   0.201967E-01   0.874668E+02
   268   0.491805E+04   0.413345E+01   0.203322E-01   0.887622E+02
   269   0.489210E+04   0.425299E+01   0.204673E-01   0.900355E+02
   270   0.486594E+04   0.437462E+01   0.206019E-01   0.912868E+02
   271   0.483934E+04   0.449827E+01   0.207361E-01   0.925161E+02
   272   0.481251E+04   0.462423E+01   0.208699E-01   0.937160E+02
   273   0.478525E+04   0.475192E+01   0.210032E-01   0.949013E+02
   274   0.475770E+04   0.488192E+01   0.211360E-01   0.960498E+02
   275   0.472977E+04   0.501371E+01   0.212683E-01   0.971838E+02
   276   0.470164E+04   0.514752E+01   0.214002E-01   0.982810E+02
   277   0.467306E+04   0.528336E+01   0.215316E-01   0.993638E+02
   278   0.464426E+04   0.542113E+01   0.216624E-01   0.100410E+03
   279   0.461517E+04   0.556078E+01   0.217927E-01   0.101426E+03
   280   0.458579E+04   0.570230E+01   0.219226E-01   0.102429E+03
   281   0.455627E+04   0.584576E+01   0.220518E-01   0.103394E+03
   282   0.452630E+04   0.599087E+01   0.221806E-01   0.104331E+03
   283   0.449620E+04   0.613786E+01   0.223088E-01   0.105238E+03
   284   0.446587E+04   0.628664E+01   0.224364E-01   0.106116E+03
   285   0.443533E+04   0.643722E+01   0.225635E-01   0.106965E+03
   286   0.440449E+04   0.658945E+01   0.226900E-01   0.107777E+03
   287   0.437344E+04   0.674334E+01   0.228160E-01   0.108568E+03
   288   0.434225E+04   0.689887E+01   0.229414E-01   0.109322E+03
   289   0.431084E+04   0.705598E+01   0.230661E-01   0.110047E+03
   290   0.427928E+04   0.721452E+01   0.231903E-01   0.110742E+03
   291   0.424758E+04   0.737523E+01   0.233139E-01   0.111394E+03
   292   0.421544E+04   0.753700E+01   0.234369E-01   0.112025E+03
   293   0.418346E+04   0.769945E+01   0.235593E-01   0.112611E+03
   294   0.415118E+04   0.786408E+01   0.236811E-01   0.113176E+03
   295   0.411898E+04   0.802940E+01   0.238023E-01   0.113697E+03
   296   0.408650E+04   0.819689E+01   0.239228E-01   0.114189E+03
   297   0.405394E+04   0.836433E+01   0.240427E-01   0.114653E+03
   298   0.402116E+04   0.853395E+01   0.241620E-01   0.115072E+03
   299   0.398839E+04   0.870500E+01   0.242807E-01   0.115455E+03
   300   0.395548E+04   0.887600E+01   0.243987E-01   0.115802E+03
   301   0.392250E+04   0.904843E+01   0.245161E-01   0.116120E+03
   302   0.388952E+04   0.922156E+01   0.246328E-01   0.116410E+03
   303   0.385647E+04   0.939612E+01   0.247489E-01   0.116655E+03
   304   0.382336E+04   0.957212E+01   0.248643E-01   0.116857E+03
   305   0.379024E+04   0.974808E+01   0.249791E-01   0.117030E+03
   306   0.375706E+04   0.992474E+01   0.250932E-01   0.117167E+03
   307   0.372388E+04   0.101021E+02   0.252067E-01   0.117259E+03
   308   0.369071E+04   0.102816E+02   0.253195E-01   0.117331E+03
   309   0.365761E+04   0.104604E+02   0.254316E-01   0.117351E+03
   310   0.362445E+04   0.106391E+02   0.255431E-01   0.117343E+03
   311   0.359136E+04   0.108201E+02   0.256540E-01   0.117291E+03
   312   0.355834E+04   0.110002E+02   0.257641E-01   0.117210E+03
   313   0.352533E+04   0.111811E+02   0.258736E-01   0.117085E+03
   314   0.349240E+04   0.113627E+02   0.259824E-01   0.116931E+03
   315   0.345954E+04   0.115435E+02   0.260906E-01   0.116734E+03
   316   0.342676E+04   0.117250E+02   0.261981E-01   0.116500E+03
   317   0.339406E+04   0.119058E+02   0.263050E-01   0.116230E+03
   318   0.336143E+04   0.120880E+02   0.264112E-01   0.115924E+03
   319   0.332895E+04   0.122694E+02   0.265167E-01   0.115582E+03
   320   0.329662E+04   0.124509E+02   0.266216E-01   0.115210E+03
   321   0.326437E+04   0.126331E+02   0.267259E-01   0.114795E+03
   322   0.323226E+04   0.128137E+02   0.268295E-01   0.114343E+03
   323   0.320031E+04   0.129944E+02   0.269325E-01   0.113855E+03
   324   0.316850E+04   0.131758E+02   0.270349E-01   0.113324E+03
   325   0.313691E+04   0.133542E+02   0.271366E-01   0.112771E+03
   326   0.310540E+04   0.135341E+02   0.272377E-01   0.112166E+03
   327   0.307411E+04   0.137132E+02   0.273382E-01   0.111533E+03
   328   0.304304E+04   0.138909E+02   0.274382E-01   0.110871E+03
   329   0.301212E+04   0.140686E+02   0.275375E-01   0.110165E+03
   330   0.298142E+04   0.142447E+02   0.276362E-01   0.109423E+03
   331   0.295102E+04   0.144202E+02   0.277344E-01   0.108652E+03
   332   0.292076E+04   0.145956E+02   0.278321E-01   0.107852E+03
   333   0.289073E+04   0.147696E+02   0.279291E-01   0.107015E+03
   334   0.286098E+04   0.149429E+02   0.280257E-01   0.106142E+03
   335   0.283139E+04   0.151139E+02   0.281217E-01   0.105233E+03
   336   0.280208E+04   0.152842E+02   0.282173E-01   0.104295E+03
   337   0.277307E+04   0.154538E+02   0.283123E-01   0.103312E+03
   338   0.274428E+04   0.156212E+02   0.284069E-01   0.102309E+03
   339   0.271586E+04   0.157886E+02   0.285010E-01   0.101269E+03
   340   0.268765E+04   0.159538E+02   0.285946E-01   0.100207E+03
   341   0.265967E+04   0.161168E+02   0.286878E-01   0.991017E+02
   342   0.263205E+04   0.162799E+02   0.287806E-01   0.979672E+02
   343   0.260472E+04   0.164400E+02   0.288730E-01   0.968037E+02
   344   0.257776E+04   0.165986E+02   0.289650E-01   0.956112E+02
   345   0.255101E+04   0.167551E+02   0.290567E-01   0.943897E+02
   346   0.252463E+04   0.169108E+02   0.291480E-01   0.931465E+02
   347   0.249854E+04   0.170637E+02   0.292390E-01   0.918669E+02
   348   0.247282E+04   0.172143E+02   0.293297E-01   0.905582E+02
   349   0.244738E+04   0.173636E+02   0.294200E-01   0.892204E+02
   350   0.242231E+04   0.175099E+02   0.295101E-01   0.878610E+02
   351   0.239775E+04   0.176548E+02   0.296000E-01   0.864725E+02
   352   0.237333E+04   0.177975E+02   0.296896E-01   0.850549E+02
   353   0.234935E+04   0.179373E+02   0.297790E-01   0.836230E+02
   354   0.232566E+04   0.180749E+02   0.298682E-01   0.821546E+02
   355   0.230241E+04   0.182103E+02   0.299572E-01   0.806644E+02
   356   0.227952E+04   0.183436E+02   0.300461E-01   0.791600E+02
   357   0.225699E+04   0.184740E+02   0.301348E-01   0.776264E+02
   358   0.223491E+04   0.186008E+02   0.302234E-01   0.760784E+02
