#    L    TT             EE             TE             PP             TP          
   223   0.583476E+04   0.820569E+00   0.126606E+02   0.189114E+07   0.184993E+04
   224   0.583600E+04   0.842155E+00   0.142118E+02   0.188149E+07   0.183431E+04
   225   0.583658E+04   0.865265E+00   0.157761E+02   0.187193E+07   0.181885E+04
   226   0.583658E+04   0.889901E+00   0.173500E+02   0.186245E+07   0.180354E+04
   227   0.583592E+04   0.916062E+00   0.189349E+02   0.185304E+07   0.178838E+04
   228   0.583475E+04   0.943748E+00   0.205296E+02   0.184371E+07   0.177337E+04
   229   0.583299E+04   0.973034E+00   0.221325E+02   0.183445E+07   0.175850E+04
   230   0.583057E+04   0.100392E+01   0.237446E+02   0.182527E+07   0.174376E+04
   231   0.582749E+04   0.103648E+01   0.253651E+02   0.181616E+07   0.172917E+04
   232   0.582388E+04   0.107064E+01   0.269926E+02   0.180713E+07   0.171471E+04
   233   0.581969E+04   0.110663E+01   0.286259E+02   0.179816E+07   0.170039E+04
   234   0.581476E+04   0.114429E+01   0.302656E+02   0.178927E+07   0.168619E+04
   235   0.580930E+04   0.118370E+01   0.319104E+02   0.178045E+07   0.167212E+04
   236   0.580318E+04   0.122486E+01   0.335604E+02   0.177170E+07   0.165818E+04
   237   0.579645E+04   0.126785E+01   0.352141E+02   0.176302E+07   0.164436E+04
   238   0.578913E+04   0.131273E+01   0.368717E+02   0.175440E+07   0.163066E+04
   239   0.578128E+04   0.135937E+01   0.385325E+02   0.174585E+07   0.161707E+04
   240   0.577269E+04   0.140783E+01   0.401944E+02   0.173737E+07   0.160360E+04
   241   0.576364E+04   0.145826E+01   0.418582E+02   0.172895E+07   0.159024E+04
   242   0.575398E+04   0.151052E+01   0.435231E+02   0.172060E+07   0.157699E+04
   243   0.574372E+04   0.156476E+01   0.451880E+02   0.171231E+07   0.156384E+04
   244   0.573286E+04   0.162090E+01   0.468534E+02   0.170409E+07   0.155080E+04
   245   0.572138E+04   0.167901E+01   0.485167E+02   0.169593E+07   0.153786E+04
   246   0.570938E+04   0.173910E+01   0.501793E+02   0.168782E+07   0.152502E+04
   247   0.569683E+04   0.180108E+01   0.518391E+02   0.167978E+07   0.151227E+04
   248   0.568368E+04   0.186535E+01   0.534962E+02   0.167180E+07   0.149962E+04
   249   0.567006E+04   0.193136E+01   0.551499E+02   0.166388E+07   0.148705E+04
   250   0.565582E+04   0.199958E+01   0.567988E+02   0.165601E+07   0.147457E+04
   251   0.564112E+04   0.206969E+01   0.584438E+02   0.164820E+07   0.146218E+04
   252   0.562573E+04   0.214195E+01   0.600833E+02   0.164045E+07   0.144988E+04
   253   0.561002E+04   0.221613E+01   0.617159E+02   0.163276E+07   0.143765E+04
   254   0.559369E+04   0.229254E+01   0.633415E+02   0.162512E+07   0.142551E+04
   255   0.557681E+04   0.237090E+01   0.649601E+02   0.161753E+07   0.141346E+04
   256   0.555946E+04   0.245159E+01   0.665717E+02   0.161001E+07   0.140149E+04
